Angle,Range
3.0698704719543457,1.6990000009536743
3.083233118057251,1.659000039100647
3.096323251724243,1.6200000047683716
3.109140396118164,1.5850000381469727
3.121957778930664,1.5509999990463257
3.134774923324585,1.5199999809265137
-3.1355929374694824,1.4889999628067017
-3.1227757930755615,1.4579999446868896
-3.1099584102630615,1.4299999475479126
-3.0971412658691406,1.4040000438690186
-3.0843238830566406,1.378000020980835
-3.0712339878082275,1.3530000448226929
-3.0584168434143066,1.3300000429153442
-3.0455994606018066,1.3079999685287476
-3.0327823162078857,1.2869999408721924
-3.0199649333953857,1.2649999856948853
-3.007147789001465,1.246000051498413
-2.994330406188965,1.2280000448226929
-2.981513261795044,1.2079999446868896
-2.968695878982544,1.1920000314712524
-2.955878734588623,1.1749999523162842
-2.942788600921631,1.159000039100647
-2.92997145652771,1.1440000534057617
-2.917426824569702,1.1360000371932983
-2.7843456268310547,0.0
-2.8143434524536133,0.22300000488758087
-2.800708055496216,0.22100000083446503
-2.786799907684326,0.21799999475479126
-2.773437261581421,0.2160000056028366
-2.7600746154785156,0.21400000154972076
-2.746439218521118,0.21199999749660492
-2.7328038215637207,0.20999999344348907
-2.7191684246063232,0.20800000429153442
-2.705533027648926,0.20600000023841858
-2.6924431324005127,0.20499999821186066
-2.6788077354431152,0.2029999941587448
-2.6651723384857178,0.20100000500679016
-2.6523549556732178,0.20000000298023224
-2.638446807861328,0.1979999989271164
-2.625356912612915,0.19699999690055847
-2.6114487648010254,0.19499999284744263
-2.597813367843628,0.1940000057220459
-2.584996223449707,0.19300000369548798
-2.571906328201294,0.19200000166893005
-2.5588161945343018,0.19099999964237213
-2.5454535484313965,0.1899999976158142
-2.5326364040374756,0.1889999955892563
-2.5195462703704834,0.18799999356269836
-2.5064563751220703,0.18700000643730164
-2.493093729019165,0.1860000044107437
-2.480003833770752,0.1850000023841858
-2.467186450958252,0.18400000035762787
-2.4538238048553467,0.18299999833106995
-2.441279172897339,0.18299999833106995
-2.428189277648926,0.18199999630451202
-2.4150993824005127,0.1809999942779541
-2.4020092487335205,0.18000000715255737
-2.389464855194092,0.18000000715255737
-2.3763747215270996,0.17900000512599945
-2.363830327987671,0.17900000512599945
-2.3504676818847656,0.17800000309944153
-2.33819580078125,0.17800000309944153
-2.325651168823242,0.17800000309944153
-2.312561273574829,0.1770000010728836
-2.3000166416168213,0.1770000010728836
-2.286653995513916,0.17599999904632568
-2.2743823528289795,0.17599999904632568
-2.2618377208709717,0.17599999904632568
-2.2484748363494873,0.17499999701976776
-2.2359302043914795,0.17499999701976776
-2.2233855724334717,0.17499999701976776
-2.2111141681671143,0.17499999701976776
-2.1985695362091064,0.17499999701976776
-2.1860249042510986,0.17499999701976776
-2.173480272293091,0.17499999701976776
-2.160935640335083,0.17499999701976776
-2.1486637592315674,0.17499999701976776
-2.1361191272735596,0.17499999701976776
-2.12357497215271,0.17499999701976776
-2.111030340194702,0.17499999701976776
-2.0984857082366943,0.17499999701976776
-2.085395574569702,0.17499999701976776
-2.0731236934661865,0.17499999701976776
-2.0605790615081787,0.17499999701976776
-2.048034906387329,0.17499999701976776
-2.0354902744293213,0.17499999701976776
-2.02376389503479,0.17599999904632568
-2.0114920139312744,0.17599999904632568
-1.9989475011825562,0.17599999904632568
-1.9864028692245483,0.17599999904632568
-1.974676489830017,0.1770000010728836
-1.9621318578720093,0.1770000010728836
-1.9495872259140015,0.1770000010728836
-1.9378608465194702,0.17800000309944153
-1.9253162145614624,0.17800000309944153
-1.9135898351669312,0.17900000512599945
-1.9010452032089233,0.17900000512599945
-1.8890460729599,0.18000000715255737
-1.8767741918563843,0.18000000715255737
-1.865047812461853,0.1809999942779541
-1.8525036573410034,0.1809999942779541
-1.84050452709198,0.18199999630451202
-1.8285049200057983,0.18299999833106995
-1.8159607648849487,0.18299999833106995
-1.8045066595077515,0.18400000035762787
-1.792507529258728,0.1850000023841858
-1.7805083990097046,0.1860000044107437
-1.7687820196151733,0.18700000643730164
-1.7562373876571655,0.18700000643730164
-1.7445110082626343,0.18799999356269836
-1.7325118780136108,0.1889999955892563
-1.7205127477645874,0.1899999976158142
-1.7087863683700562,0.19099999964237213
-1.6967872381210327,0.19200000166893005
-1.6847881078720093,0.19300000369548798
-1.673061728477478,0.1940000057220459
-1.6610625982284546,0.19499999284744263
-1.6496089696884155,0.19699999690055847
-1.637609839439392,0.1979999989271164
-1.6258834600448608,0.19900000095367432
-1.6138843297958374,0.20000000298023224
-1.6029757261276245,0.20200000703334808
-1.5912493467330933,0.2029999941587448
-1.5797957181930542,0.20499999821186066
-1.5677965879440308,0.20600000023841858
-1.5563429594039917,0.20800000429153442
-1.5446165800094604,0.20900000631809235
-1.5328902006149292,0.210999995470047
-1.521436095237732,0.21299999952316284
-1.5094369649887085,0.21400000154972076
-1.4977105855941772,0.2160000056028366
-1.4862569570541382,0.21799999475479126
-1.4748033285140991,0.2199999988079071
-1.4630769491195679,0.22200000286102295
-1.4513505697250366,0.2240000069141388
-1.4396241903305054,0.22599999606609344
-1.4284428358078003,0.2280000001192093
-1.4169892072677612,0.23100000619888306
-1.40526282787323,0.2329999953508377
-1.393809199333191,0.23600000143051147
-1.3820828199386597,0.23800000548362732
-1.3709014654159546,0.2409999966621399
-1.3594478368759155,0.24400000274181366
-1.347448706626892,0.24500000476837158
-1.3406308889389038,0.2619999945163727
-1.3289045095443726,0.26499998569488525
-1.3144510984420776,0.257999986410141
-1.300543189048767,0.2540000081062317
-1.2866348028182983,0.25
-1.2727268934249878,0.2460000067949295
-1.2590912580490112,0.24300000071525574
-1.245728850364685,0.23999999463558197
-1.2320932149887085,0.2370000034570694
-1.218185305595398,0.23399999737739563
-1.2045501470565796,0.23100000619888306
-1.190914511680603,0.2280000001192093
-1.1775521039962769,0.22599999606609344
-1.1639164686203003,0.22300000488758087
-1.150281310081482,0.22100000083446503
-1.1363729238510132,0.21799999475479126
-1.123010516166687,0.2160000056028366
-1.1091021299362183,0.21400000154972076
-1.095739722251892,0.21199999749660492
-1.0826495885849,0.210999995470047
-1.0692867040634155,0.20900000631809235
-1.0556515455245972,0.2070000022649765
-1.0420163869857788,0.20499999821186066
-1.0291990041732788,0.20399999618530273
-1.0155633687973022,0.20200000703334808
-1.0024737119674683,0.20100000500679016
-0.9891107678413391,0.19900000095367432
-0.9757483601570129,0.1979999989271164
-0.9626582264900208,0.19699999690055847
-0.9498408436775208,0.19599999487400055
-0.9362056851387024,0.1940000057220459
-0.9231155514717102,0.19300000369548798
-0.910025417804718,0.19200000166893005
-0.896935760974884,0.19099999964237213
-0.8838456273078918,0.1899999976158142
-0.8707554936408997,0.1889999955892563
-0.8576658368110657,0.18799999356269836
-0.8451212048530579,0.18799999356269836
-0.8320310711860657,0.18700000643730164
-0.8186686635017395,0.1860000044107437
-0.8058512806892395,0.1850000023841858
-0.7927611470222473,0.18400000035762787
-0.7802165150642395,0.18400000035762787
-0.7668541073799133,0.18299999833106995
-0.7543094754219055,0.18299999833106995
-0.7414920926094055,0.18199999630451202
-0.7284024357795715,0.1809999942779541
-0.7158578038215637,0.1809999942779541
-0.7033131718635559,0.1809999942779541
-0.6899502873420715,0.18000000715255737
-0.6774061322212219,0.18000000715255737
-0.6645887494087219,0.17900000512599945
-0.6520441174507141,0.17900000512599945
-0.6394994854927063,0.17900000512599945
-0.6269548535346985,0.17900000512599945
-0.6135924458503723,0.17800000309944153
-0.6010478138923645,0.17800000309944153
-0.5879576802253723,0.17800000309944153
-0.5756857991218567,0.17800000309944153
-0.5631411671638489,0.17800000309944153
-0.5505970120429993,0.17800000309944153
-0.5380523800849915,0.17800000309944153
-0.5249622464179993,0.1770000010728836
-0.5126903653144836,0.1770000010728836
-0.5001457333564758,0.1770000010728836
-0.4881466031074524,0.17800000309944153
-0.4756024479866028,0.17800000309944153
-0.46305781602859497,0.17800000309944153
-0.45051318407058716,0.17800000309944153
-0.43824130296707153,0.17800000309944153
-0.4256966710090637,0.17800000309944153
-0.4131520390510559,0.17800000309944153
-0.40142565965652466,0.17900000512599945
-0.38888102769851685,0.17900000512599945
-0.3766091465950012,0.17900000512599945
-0.3646100163459778,0.18000000715255737
-0.3520658612251282,0.18000000715255737
-0.33952122926712036,0.18000000715255737
-0.3277948498725891,0.1809999942779541
-0.3152502179145813,0.1809999942779541
-0.30352383852005005,0.18199999630451202
-0.29097920656204224,0.18199999630451202
-0.2789800763130188,0.18299999833106995
-0.266435444355011,0.18299999833106995
-0.25470906496047974,0.18400000035762787
-0.2429826855659485,0.1850000023841858
-0.23043805360794067,0.1850000023841858
-0.21843892335891724,0.1860000044107437
-0.206712543964386,0.18700000643730164
-0.19416791200637817,0.18700000643730164
-0.18216878175735474,0.18799999356269836
-0.1704424023628235,0.1889999955892563
-0.15844327211380005,0.1899999976158142
-0.1467168927192688,0.19099999964237213
-0.13471776247024536,0.19200000166893005
-0.12271863967180252,0.19300000369548798
-0.11071950942277908,0.1940000057220459
-0.09817487746477127,0.19499999284744263
-0.08644849807024002,0.19599999487400055
-0.07472211867570877,0.19699999690055847
